node_267,reg_1,,1,,,,,ABCN
reg_1,meter_63,,1,,,,,ABCN
node_105,fuse_1,,1,,,,,ABCN
fuse_1,node_88,,1,,,,,ABCN
node_88,fuse_2,,1,,,,,ABCN
fuse_2,node_87,,1,,,,,ABCN
node_196,fuse_3,,1,,,,,BN
fuse_3,node_90,,1,,,,,BN
node_201,fuse_4,,1,,,,,ABCN
fuse_4,node_81,,1,,,,,ABCN
node_202,fuse_5,,1,,,,,ABCN
fuse_5,node_82,,1,,,,,ABCN
node_227,fuse_6,,1,,,,,ABCN
fuse_6,node_84,,1,,,,,ABCN
node_217,fuse_7,,1,,,,,BN
fuse_7,node_95,,1,,,,,BN
node_198,fuse_8,,1,,,,,ABCN
fuse_8,node_91,,1,,,,,ABCN
node_198,fuse_9,,1,,,,,ABCN
fuse_9,node_83,,1,,,,,ABCN
node_209,fuse_10,,1,,,,,ABCN
fuse_10,node_85,,1,,,,,ABCN
node_211,fuse_11,,1,,,,,ABCN
fuse_11,node_93,,1,,,,,ABCN
node_184,fuse_12,,1,,,,,ABCN
fuse_12,node_89,,1,,,,,ABCN
node_210,fuse_13,,1,,,,,ABCN
fuse_13,node_92,,1,,,,,ABCN
node_213,fuse_14,,1,,,,,ABCN
fuse_14,node_94,,1,,,,,ABCN
node_215,fuse_15,,1,,,,,ABCN
fuse_15,node_86,,1,,,,,ABCN
node_115,fuse_16,,1,,,,,BN
fuse_16,node_80,,1,,,,,BN
node_128,fuse_17,,1,,,,,ABCN
fuse_17,node_73,,1,,,,,ABCN
node_3,fuse_18,,1,,,,,ABCN
fuse_18,node_78,,1,,,,,ABCN
node_2,fuse_19,,1,,,,,ABCN
fuse_19,node_79,,1,,,,,ABCN
node_6,fuse_20,,1,,,,,ABCN
fuse_20,node_72,,1,,,,,ABCN
node_8,fuse_21,,1,,,,,ABCN
fuse_21,node_76,,1,,,,,ABCN
load_1,meter_1,,2,,,,,BN
load_2,meter_2,,2,,,,,AN
load_3,meter_3,,2,,,,,AN
load_4,meter_4,,2,,,,,BN
load_5,meter_5,,2,,,,,BN
load_6,meter_6,,2,,,,,AN
load_7,meter_7,,2,,,,,AN
load_8,meter_8,,2,,,,,BN
load_9,meter_9,,2,,,,,ABCN
load_10,meter_10,,2,,,,,ABN
load_11,meter_11,,2,,,,,AN
load_12,meter_12,,2,,,,,ABN
load_13,meter_13,,2,,,,,AN
load_14,meter_14,,2,,,,,ABCN
load_15,meter_15,,2,,,,,ABCN
load_16,meter_16,,2,,,,,BN
load_17,meter_17,,2,,,,,ABCN
load_18,meter_18,,2,,,,,ABCN
load_19,meter_19,,2,,,,,ABCN
load_20,meter_20,,2,,,,,ABCN
load_21,meter_21,,2,,,,,BN
load_22,meter_22,,2,,,,,CN
load_23,meter_23,,2,,,,,CN
load_24,meter_24,,2,,,,,ABCN
load_25,meter_25,,2,,,,,ABCN
load_26,meter_26,,2,,,,,AN
load_27,meter_27,,2,,,,,ABCN
load_28,meter_28,,2,,,,,ABCN
load_29,meter_29,,2,,,,,ABCN
load_30,meter_30,,2,,,,,AN
load_31,meter_31,,2,,,,,ABCN
load_32,meter_32,,2,,,,,ABCN
load_33,meter_33,,2,,,,,AN
load_34,meter_34,,2,,,,,ABCN
load_35,meter_35,,2,,,,,CN
load_36,meter_36,,2,,,,,CN
load_37,meter_37,,2,,,,,ABCN
load_38,meter_38,,2,,,,,BN
load_39,meter_39,,2,,,,,ABCN
load_40,meter_40,,2,,,,,BN
load_41,meter_41,,2,,,,,ABCN
load_42,meter_42,,2,,,,,BN
load_43,meter_43,,2,,,,,ABCN
load_44,meter_44,,2,,,,,BN
load_45,meter_45,,2,,,,,ABCN
load_46,meter_46,,2,,,,,ABCN
load_47,meter_47,,2,,,,,ABCN
load_48,meter_48,,2,,,,,AN
load_49,meter_49,,2,,,,,ABCN
load_50,meter_50,,2,,,,,ABCN
load_51,meter_51,,2,,,,,ABCN
load_52,meter_52,,2,,,,,ABCN
load_53,meter_53,,2,,,,,ABCN
load_54,meter_54,,2,,,,,ABCN
load_55,meter_55,,2,,,,,ABCN
load_56,meter_56,,2,,,,,ABCN
load_57,meter_57,,2,,,,,ABCN
load_58,meter_58,,2,,,,,ABCN
load_59,meter_59,,2,,,,,ABCN
load_60,meter_60,,2,,,,,ABCN
load_61,meter_61,,2,,,,,ABCN
load_62,meter_62,,2,,,,,ABCN
node_1,meter_63,,2,,,,,ABCN
node_103,node_71,,1,Solid,,,,BN
node_103,node_166,,1,Solid,,,,BN
node_194,node_103,,1,Solid,,,,BN
node_261,node_105,,1,Solid,,,,ABCN
node_105,node_191,,1,Solid,,,,ABCN
node_87,node_106,,1,Solid,,,,ABCN
node_187,node_50,,1,Solid,,,,AN
node_188,node_52,,1,Solid,,,,AN
node_109,node_104,,1,Solid,,,,BN
node_190,node_109,,1,Solid,,,,BN
node_109,node_12,,1,Solid,,,,BN
node_190,node_39,,1,Solid,,,,BN
node_166,node_190,,1,Solid,,,,BN
node_191,node_40,,1,Solid,,,,AN
node_193,node_53,,1,Solid,,,,AN
node_194,node_54,,1,Solid,,,,BN
node_195,node_55,,1,Solid,,,,ABCN
node_90,node_194,,1,Solid,,,,BN
node_197,node_56,,1,Solid,,,,ABN
node_81,node_225,,1,Solid,,,,ABCN
node_200,node_57,,1,Solid,,,,AN
node_199,node_58,,1,Solid,,,,ABN
node_201,node_41,,1,Solid,,,,AN
node_202,node_201,,1,Solid,,,,ABCN
node_203,node_59,,1,Solid,,,,ABCN
node_82,node_226,,1,Solid,,,,ABCN
node_84,node_202,,1,Solid,,,,ABCN
node_204,node_203,,1,Solid,,,,ABCN
node_204,node_61,,1,Solid,,,,ABCN
node_205,node_62,,1,Solid,,,,BN
node_206,node_204,,1,Solid,,,,ABCN
node_206,node_63,,1,Solid,,,,ABCN
node_207,node_64,,1,Solid,,,,ABCN
node_209,node_102,,1,Solid,,,,ABCN
node_92,node_206,,1,Solid,,,,ABCN
node_214,node_65,,1,Solid,,,,ABCN
node_216,node_66,,1,Solid,,,,ABCN
node_95,node_67,,1,Solid,,,,BN
