node_324,reg_1,,1,,,,,ABCN
reg_1,meter_91,,1,,,,,ABCN
node_76_2,reg_2,,1,,,,,ABCN
reg_2,node_77,,1,,,,,ABCN
node_148,fuse_1,,1,,,,,AN
fuse_1,node_292,,1,,,,,AN
node_297,fuse_2,,1,,,,,BN
fuse_2,node_298,,1,,,,,BN
node_64,fuse_3,,1,,,,,CN
fuse_3,node_65,,1,,,,,CN
node_145,fuse_4,,1,,,,,AN
fuse_4,node_146,,1,,,,,AN
node_153,fuse_5,,1,,,,,ABCN
fuse_5,node_155,,1,,,,,ABCN
node_164,fuse_6,,1,,,,,ABCN
fuse_6,node_165,,1,,,,,ABCN
node_207,fuse_7,,1,,,,,AN
fuse_7,node_208,,1,,,,,AN
node_207,fuse_8,,1,,,,,ABCN
fuse_8,node_213,,1,,,,,ABCN
node_244,fuse_9,,1,,,,,AN
fuse_9,node_250,,1,,,,,AN
node_259,fuse_10,,1,,,,,AN
fuse_10,node_261,,1,,,,,AN
node_313,fuse_11,,1,,,,,CN
fuse_11,node_319,,1,,,,,CN
load_1,meter_1,,2,,,,,AN
load_2,meter_2,,2,,,,,AN
load_3,meter_3,,2,,,,,AN
load_4,meter_4,,2,,,,,AN
load_5,meter_5,,2,,,,,BN
load_6,meter_6,,2,,,,,BN
load_7,meter_7,,2,,,,,BN
load_8,meter_8,,2,,,,,CN
load_9,meter_9,,2,,,,,AN
load_10,meter_10,,2,,,,,ABCN
load_11,meter_11,,2,,,,,ABCN
load_12,meter_12,,2,,,,,ABCN
load_13,meter_13,,2,,,,,CN
load_14,meter_14,,2,,,,,CN
load_15,meter_15,,2,,,,,CN
load_16,meter_16,,2,,,,,CN
load_17,meter_17,,2,,,,,CN
load_18,meter_18,,2,,,,,ABCN
load_19,meter_19,,2,,,,,ABCN
load_20,meter_20,,2,,,,,ABCN
load_21,meter_21,,2,,,,,ABCN
load_22,meter_22,,2,,,,,CN
load_23,meter_23,,2,,,,,ABCN
load_24,meter_24,,2,,,,,ABCN
load_25,meter_25,,2,,,,,ABCN
load_26,meter_26,,2,,,,,BN
load_27,meter_27,,2,,,,,BN
load_28,meter_28,,2,,,,,CN
load_29,meter_29,,2,,,,,CN
load_30,meter_30,,2,,,,,CN
load_31,meter_31,,2,,,,,CN
load_32,meter_32,,2,,,,,CN
load_33,meter_33,,2,,,,,CN
load_34,meter_34,,2,,,,,CN
load_35,meter_35,,2,,,,,CN
load_36,meter_36,,2,,,,,CN
load_37,meter_37,,2,,,,,CN
load_38,meter_38,,2,,,,,CN
load_39,meter_39,,2,,,,,CN
load_40,meter_40,,2,,,,,CN
load_41,meter_41,,2,,,,,CN
load_42,meter_42,,2,,,,,CN
load_43,meter_43,,2,,,,,CN
load_44,meter_44,,2,,,,,CN
load_45,meter_45,,2,,,,,CN
load_46,meter_46,,2,,,,,AN
load_47,meter_47,,2,,,,,AN
load_48,meter_48,,2,,,,,ABCN
load_49,meter_49,,2,,,,,ABCN
load_50,meter_50,,2,,,,,ABCN
load_51,meter_51,,2,,,,,ABCN
load_52,meter_52,,2,,,,,ABCN
load_53,meter_53,,2,,,,,CN
load_54,meter_54,,2,,,,,CN
load_55,meter_55,,2,,,,,CN
load_56,meter_56,,2,,,,,CN
load_57,meter_57,,2,,,,,CN
load_58,meter_58,,2,,,,,CN
load_59,meter_59,,2,,,,,AN
load_60,meter_60,,2,,,,,AN
load_61,meter_61,,2,,,,,ABCN
load_62,meter_62,,2,,,,,BN
